trigger,x:Right Upper Arm/leg,y:Right Upper Arm/leg,z:Right Upper Arm/leg,x:Right Lower Arm,y:Right Lower Arm,z:Right Lower Arm,x:Right Head,y:Right Head,z:Right Head,x:Left Head,y:Left Head,z:Left Head,x:Left Upper Arm/leg,y:Left Upper Arm/leg,z:Left Upper Arm/leg,x:Left Lower Arm,y:Left Lower Arm,z:Left Lower Arm
0,-4940,-76,16804,7616,-5520,14396,7136,13376,6916,8464,-14608,476,-3996,624,14640,7424,7428,12884
0,-4912,4,16960,7672,-5496,14300,7184,13388,6884,8472,-14640,424,-3992,1124,14560,7416,7652,12696
0,-4876,-44,16708,7556,-5588,14360,7164,13384,6760,8488,-14636,452,-3972,1048,14472,7420,7488,12732
0,-4888,24,16940,7484,-5500,14472,7112,13360,6892,8528,-14628,432,-3964,832,14456,7336,7188,12784
0,-4868,68,16924,7676,-5480,14296,7076,13360,7008,8496,-14500,548,-4196,516,14012,7684,7088,12812
0,-4832,-16,16944,7524,-5464,14436,7116,13396,6868,8620,-14708,524,-4188,792,13940,7692,7284,12604
0,-4788,-84,16828,7444,-5564,14528,7152,13408,6792,8548,-14624,496,-4304,844,13964,7632,7236,12656
0,-4828,-12,16992,7544,-5620,14424,7088,13392,6876,8484,-14644,496,-4152,860,14096,7564,7172,12832
0,-4956,-28,16920,7572,-5644,14292,7184,13416,6860,8536,-14740,500,-4108,792,14032,7476,7228,12620
0,-4824,-56,16948,7596,-5620,14496,7144,13352,6832,8636,-14624,436,-4220,748,14352,7444,7404,12672
0,-4956,76,16796,7568,-5560,14280,7208,13416,6812,8608,-14592,488,-4056,732,14312,7448,7380,12864
0,-4844,16,16632,7556,-5572,14288,7104,13420,6864,8468,-14612,724,-4060,888,14424,7460,7332,12856
0,-4864,-8,16648,7612,-5584,14240,7128,13352,6724,8400,-14644,508,-4152,804,14256,7616,7432,12896
0,-4936,-24,16708,7556,-5524,14476,7164,13388,6864,8532,-14604,580,-4060,852,14312,7440,7404,12880
0,-4820,-64,16884,7584,-5548,14276,7004,13416,6884,8520,-14588,728,-4048,852,14448,7416,7364,12832
0,-4880,-32,16868,7628,-5584,14396,7068,13416,6732,8460,-14528,684,-4028,844,14328,7352,7412,12916
