trigger,x:Right Upper Arm/leg,y:Right Upper Arm/leg,z:Right Upper Arm/leg,x:Right Lower Arm,y:Right Lower Arm,z:Right Lower Arm,x:Right Head,y:Right Head,z:Right Head,x:Left Head,y:Left Head,z:Left Head,x:Left Upper Arm/leg,y:Left Upper Arm/leg,z:Left Upper Arm/leg,x:Left Lower Arm,y:Left Lower Arm,z:Left Lower Arm
0,-5828,-1328,16344,8024,-4208,14644,7152,14336,4368,8580,-14396,3312,-10156,-488,11100,7936,10388,10360
0,-5836,-1304,16412,8112,-4268,14640,7180,14276,4236,8612,-14284,3272,-10072,-572,11112,8008,10304,10452
0,-5928,-1300,16396,8016,-4212,14656,7104,14336,4404,8540,-14488,3160,-10144,-652,11228,7832,10312,10408
0,-5844,-1300,16468,8044,-4284,14608,7116,14344,4284,8592,-14388,3212,-10048,-528,11260,7972,10340,10412
0,-5804,-1300,16432,8024,-4172,14556,7036,14280,4436,8464,-14412,3084,-10184,-524,11184,8068,10248,10408
0,-5820,-1308,16500,7988,-4060,14540,7092,14304,4412,8392,-14396,3304,-10056,-552,11040,7976,10388,10304
0,-5788,-1372,16452,7880,-4192,14660,7048,14268,4124,8508,-14368,3224,-10132,-348,11064,7936,10232,10384
0,-5872,-1456,16284,7932,-4128,14688,7020,14284,4204,8592,-14380,3364,-10040,-404,11124,7948,10220,10408
0,-5852,-1288,16452,8040,-4208,14616,6992,14240,4372,8488,-14328,3280,-10112,-428,11296,7980,10272,10608
0,-5780,-1356,16460,8072,-4144,14688,6996,14380,4176,8528,-14440,3260,-10116,-508,11316,8140,10212,10488
0,-5776,-1352,16552,7940,-4192,14692,7016,14364,4276,8572,-14336,3268,-10060,-568,11244,8056,10324,10552
0,-5924,-1404,16524,7904,-4116,14688,7004,14420,4216,8468,-14464,3216,-10036,-516,11148,7940,10284,10616
0,-5736,-1300,16532,8052,-4140,14648,7104,14292,4324,8652,-14516,3312,-10056,-480,11320,7980,10304,10268
0,-5784,-1332,16432,8012,-4160,14588,7120,14296,4288,8488,-14476,3176,-10072,-484,11356,8024,10272,10472
0,-5876,-1352,16660,7912,-4080,14624,7196,14304,4452,8520,-14440,3316,-10052,-524,11300,8012,10188,10608
0,-5840,-1380,16500,7956,-4212,14672,7228,14224,4344,8600,-14552,3228,-10144,-528,11100,8032,10328,10404
0,-5848,-1396,16368,7960,-4176,14676,7244,14248,4408,8508,-14404,3168,-9936,-584,11280,7972,10344,10392
